iter	RMSE
212	0.2744443038
213	0.2736647819
214	0.2721406043
215	0.2713380419
216	0.2710372663
217	0.2697917539
218	0.2687948459
219	0.2674236295
220	0.2662391725
221	0.2652633779
222	0.2644945013
223	0.2641509103
224	0.2639160566
225	0.263051358
226	0.2622515845
227	0.2612731253
228	0.2603485018
229	0.2600121493
230	0.2592355579
231	0.2580654306
232	0.2573248937
233	0.2571293365
234	0.2567068756
235	0.2556818342
236	0.2554936792
237	0.2547145751
238	0.2540688841
239	0.253856608
240	0.252835283
241	0.2518473368
242	0.2506039574
243	0.2496698567
244	0.2485467064
245	0.2480300335
246	0.2472348622
247	0.2463657286
248	0.245583232
249	0.2452767488
250	0.2445199323
251	0.2436666687
252	0.242511029
253	0.241658605
254	0.2414150686
255	0.2404391361
256	0.2398995266
257	0.2390971016
258	0.2380946864
259	0.2371912046
260	0.2362469469
261	0.2350218875
262	0.2347988025
263	0.2334694175
264	0.2329211646
265	0.2320403331
266	0.2311550874
267	0.2301964852
268	0.2297080877
269	0.2286755475
270	0.2275329742
271	0.2268832087
272	0.2262690896
273	0.2255171094
274	0.2247059758
275	0.2239994829
276	0.223425904
277	0.2227636181
278	0.222045538
279	0.2213089842
280	0.2202014062
281	0.2198180287
282	0.2194313922
283	0.2192132932
284	0.2179571525
285	0.2175657615
286	0.2165356532
287	0.2158131823
288	0.2149884425
289	0.2141998538
290	0.2136196083
291	0.213261749
292	0.212737273
293	0.2124848116
294	0.2119168914
295	0.2109728224
296	0.2097219008
297	0.2090155605
298	0.2083259128
299	0.2078721175
300	0.2074687531
301	0.2071513781
302	0.2069579267
303	0.2065983589
304	0.2060081315
305	0.205055648
306	0.2044694647
307	0.2041312993
308	0.2038124101
309	0.2029884222
310	0.2023604369
311	0.2019588497
312	0.2013403028
313	0.2003263496
314	0.1996812125
315	0.1987083391
316	0.1982212631
317	0.197513949
318	0.1969104267
319	0.196521544
320	0.1962018254
321	0.1958978711
322	0.1950668429
323	0.19445418
324	0.1936468406
325	0.1928986224
326	0.1923146488
327	0.1920186656
328	0.1917362396
329	0.1909368968
330	0.1901282243
331	0.1898774301
332	0.1892461684
333	0.1883107187
334	0.1876979996
335	0.1870228087
336	0.1861106965
337	0.1858046047
338	0.1847621035
339	0.184289211
340	0.1834251401
341	0.1831513289
342	0.1828959588
343	0.1821626187
344	0.1820743755
345	0.1817894909
346	0.1816732344
347	0.1812995911
348	0.1806199347
349	0.1801787796
350	0.1793959306
351	0.1789199552
352	0.1786795717
353	0.1780179037
354	0.1777975203
355	0.1775335858
356	0.1769009267
357	0.1767303191
358	0.1765688246
359	0.1763552803
360	0.1757857318
361	0.1754237875
362	0.1747084259
363	0.17452757
364	0.1736882822
365	0.1734989014
366	0.1732942062
367	0.1730910506
368	0.1729067033
369	0.1723706775
370	0.1717727086
371	0.1712486011
372	0.170522222
373	0.1700792617
374	0.1697418631
375	0.1695489707
376	0.1694578183
377	0.1690819806
378	0.1684065678
379	0.1674497247
380	0.1666046656
381	0.1658983322
382	0.1654405749
383	0.1648127791
384	0.1647229117
385	0.1645399419
386	0.164288401
387	0.1640048308
388	0.163627147
389	0.1634526183
390	0.1630110726
391	0.1629297401
392	0.1621172313
393	0.1617700005
394	0.1612218529
395	0.1604171665
396	0.1599745387
397	0.1597636805
398	0.1593275413
399	0.1589617257
400	0.158679741
401	0.158111487
402	0.157844381
403	0.1576864489
404	0.1575565377
405	0.1574170162
406	0.1572675927
407	0.1571212333
408	0.1568311767
409	0.156495669
410	0.1558567933
411	0.1557350696
412	0.1549767157
413	0.1547807572
414	0.1543527742
415	0.1536254724
416	0.1534970963
417	0.1534331581
418	0.1529804878
419	0.1522341673
420	0.1514606602
421	0.151196003
422	0.1506156639
423	0.1502179825
424	0.1495290778
425	0.1489341058
426	0.1487327632
427	0.1485856988
428	0.147998165
429	0.1471598673
430	0.1468624605
431	0.1467999219
432	0.1463507897
433	0.1459065072
434	0.1457819285
435	0.1456088354
436	0.1451996222
437	0.145134383
438	0.1446224441
439	0.1441273877
440	0.1439918959
441	0.1439041541
442	0.1434446183
443	0.143072493
444	0.1427268122
445	0.1421079592
446	0.1417530322
447	0.1415409845
448	0.1414814195
449	0.1412345914
450	0.1409143206
451	0.1408636759
452	0.1402297855
453	0.1400797641
454	0.1399787627
455	0.1399158062
456	0.1398424541
457	0.1397979856
458	0.1394962617
459	0.1388253644
460	0.1380893268
461	0.1374681393
462	0.1371679282
463	0.1369384522
464	0.1366499104
465	0.1364973802
466	0.1363089046
467	0.1359757308
468	0.135854607
469	0.1357448638
470	0.1356899475
471	0.1356473217
472	0.1355833671
473	0.1352894198
474	0.1350357549
475	0.1346127461
476	0.1339293387
477	0.133337123
478	0.1331096205
479	0.1330663799
480	0.1325474204
481	0.1317850544
482	0.1312222821
483	0.1307048714
484	0.1301423622
485	0.1293398749
486	0.1289126246
487	0.1288736535
488	0.1283262463
489	0.1277245276
490	0.1270547705
491	0.1266524065
492	0.1265331616
493	0.1263601466
494	0.1256908996
495	0.1253656356
496	0.1249620607
497	0.1244818158
498	0.1244153985
499	0.1240907448
500	0.1240325562
501	0.1238910914
502	0.1233690439
503	0.1229790669
504	0.1223747426
505	0.121965476
506	0.1219268049
507	0.1213404895
508	0.1210254303
509	0.1206873966
510	0.120348191
511	0.1199710882
512	0.11929761
513	0.1188939633
514	0.1187134825
515	0.1183944674
516	0.117743503
517	0.117336955
518	0.1170265913
519	0.1166537088
520	0.1164919745
521	0.1163853104
522	0.1162105283
523	0.1154953919
524	0.1151229964
525	0.114959164
526	0.1143309856
527	0.1139869714
528	0.1136091536
529	0.1131271935
530	0.1127931716
531	0.1127002278
532	0.112660159
533	0.1123265758
534	0.1121970469
535	0.11190307
536	0.1117608507
537	0.1113851055
538	0.1110368872
539	0.1107476389
540	0.1100977767
541	0.1099721983
542	0.1095109729
543	0.1093434293
544	0.1092013229
545	0.1087712867
546	0.1086820894
547	0.1082208441
548	0.1079320695
549	0.1072375919
550	0.1071419384
551	0.1071077328
552	0.1067321557
553	0.1065207487
554	0.1061136301
555	0.1056068225
556	0.1049986392
557	0.1047717526
558	0.1046536266
559	0.1042518782
560	0.1038766069
561	0.1036404946
562	0.1035537769
563	0.1032519398
564	0.1032008625
565	0.1031360562
566	0.1029667361
567	0.1024805748
568	0.1023690114
569	0.1022809969
570	0.1017909819
571	0.1017524245
572	0.1013612213
573	0.1011527428
574	0.1006219929
575	0.1005519978
576	0.1004813035
577	0.1003773936
578	0.09983589012
579	0.09973065647
580	0.09940862045
581	0.09933798015
582	0.09918365225
583	0.09892160813
584	0.09841659145
585	0.09797112737
586	0.0979414525
587	0.09765459271
588	0.09758642953
589	0.09713663912
590	0.09674344871
591	0.09643348905
592	0.09627321576
593	0.09601968028
594	0.0955729243
595	0.09553219497
596	0.09528030567
597	0.09502877962
598	0.0945678559
599	0.09449624775
600	0.09445589533
601	0.094022514
602	0.09353480637
603	0.09334894088
604	0.09290961506
605	0.09273590839
606	0.09269772056
607	0.09231965936
608	0.09225000155
609	0.09179515244
610	0.09152282792
611	0.0914523506
612	0.0910958299
613	0.09067271596
614	0.09049017745
615	0.0902477232
616	0.08990292087
617	0.08976287835
618	0.08953680762
619	0.08909205271
620	0.08873555661
621	0.0886740715
622	0.08834843652
623	0.088102352
624	0.08806273947
625	0.08774845613
626	0.08770239343
627	0.08748460349
628	0.08716186279
629	0.08703145108
630	0.08687493707
631	0.08643843328
632	0.08614859868
633	0.085944263
634	0.08567863684
635	0.08551352576
636	0.0854485199
637	0.08538914942
638	0.08518323978
639	0.08504275536
640	0.08465843693
641	0.08450449126
642	0.08444777187
643	0.08435840183
644	0.08400931424
645	0.08385739968
646	0.08364877179
647	0.08350148003
648	0.08310431715
649	0.08289096174
650	0.0824486439
651	0.08207582005
652	0.0816615213
653	0.08160743984
654	0.08151375192
655	0.08126873294
656	0.08097130534
657	0.08081784071
658	0.08060984864
659	0.08022544622
660	0.08010209571
661	0.07969864473
662	0.0795078505
663	0.07928222477
664	0.07900451708
665	0.07883766876
666	0.07880807124
667	0.07872362011
668	0.07860054142
669	0.07841078358
670	0.07806731257
671	0.07769301933
672	0.07750594113
673	0.07717821363
674	0.07679767298
675	0.07654446374
676	0.07645213499
677	0.07611251943
678	0.07574018353
679	0.07569089609
680	0.07563211375
681	0.0754626447
682	0.07541477992
683	0.07535182153
684	0.07517323948
685	0.07514653689
686	0.07511616958
687	0.07482300863
688	0.07471841899
689	0.0745073932
690	0.07447418993
691	0.07427048442
692	0.07418532862
693	0.07408756558
694	0.07374444191
695	0.07367809461
696	0.07339010451
697	0.07318071551
698	0.07296408268
699	0.07287388645
700	0.07279849667
701	0.07264718914
702	0.07233419366
703	0.07196589128
704	0.0717941345
705	0.07154249681
706	0.07141390172
707	0.07129137571
708	0.07120852035
709	0.07096957383
710	0.07068221237
711	0.07063144834
712	0.07045573627
713	0.07025366219
714	0.06996636467
715	0.06972519971
716	0.06944807108
717	0.06936163909
718	0.06923794609
719	0.06903296566
720	0.06883982152
721	0.0686944918
722	0.06845579672
723	0.06825934639
724	0.06794196248
725	0.06782260439
726	0.06741450348
727	0.06732067027
728	0.06727467632
729	0.06699434074
730	0.06667320873
731	0.06659302022
732	0.06647691443
733	0.06629645278
734	0.06613909981
735	0.06591647775
736	0.065817889
737	0.06568654277
738	0.06557576646
739	0.06529832985
740	0.06511613538
741	0.06487439743
742	0.06482521806
743	0.06455987974
744	0.06447027662
745	0.0642639549
746	0.06422863611
747	0.0641864209
748	0.06398973045
749	0.06391128248
750	0.06369802111
751	0.06338481724
752	0.06331486267
753	0.06327788669
754	0.06325202659
755	0.06288826723
756	0.06276338756
757	0.06273736128
758	0.06258401473
759	0.06232745143
760	0.06227852146
761	0.06198278831
762	0.06180885149
763	0.0616236592
764	0.06132977304
765	0.06121342914
766	0.06117547541
767	0.06094658741
768	0.06070059252
769	0.06044904237
770	0.06030506887
771	0.06011514127
772	0.06000327481
773	0.05988211816
774	0.05979829998
775	0.05973256382
776	0.05944649296
777	0.05928555005
778	0.05925250375
779	0.05904161723
780	0.0589102214
781	0.05888855216
782	0.05872838877
783	0.05843417289
784	0.05821935692
785	0.05814003991
786	0.05799095108
787	0.0579240537
788	0.05789471124
789	0.05776607446
790	0.05768012949
791	0.05759588555
792	0.05740241472
793	0.0573266865
794	0.05715335823
795	0.05702853685
796	0.05687681728
797	0.05665649283
798	0.05649970669
799	0.05644020364
800	0.05627655232
801	0.0560493701
802	0.05590030882
803	0.05562307096
804	0.05550819602
805	0.05541198786
806	0.0553915309
807	0.05536017003
808	0.05524034316
809	0.05511373231
810	0.05498472692
811	0.05490408557
812	0.05469013369
813	0.05466959062
814	0.05464335811
815	0.05462866414
816	0.05446238077
817	0.05425384604
818	0.05404449027
819	0.05401035188
820	0.05392373136
821	0.05389122824
822	0.05372149478
823	0.05359972234
824	0.05350325366
825	0.05345397834
826	0.05329708777
827	0.0532349254
828	0.05317064612
829	0.0529926903
830	0.0529326479
831	0.05280325172
832	0.052687183
833	0.05267171918
834	0.05256778313
835	0.05235353308
836	0.052252839
837	0.05215397696
838	0.05202396568
839	0.05191668341
840	0.0517836387
841	0.05157263726
842	0.05132788531
843	0.05121538016
844	0.05096635272
845	0.05080011257
846	0.05073107376
847	0.05068532515
848	0.05054934742
849	0.050416826
850	0.05038750716
851	0.05028517203
852	0.05025799107
853	0.05024446098
854	0.05015988634
855	0.0499848499
856	0.049857757
857	0.04984458473
858	0.04964812538
859	0.04950769059
860	0.04937864955
861	0.04935408317
862	0.04919831958
863	0.04901978408
864	0.04886666636
865	0.04871500532
866	0.04868357368
867	0.04849926731
868	0.04847223618
869	0.0483858419
870	0.04837565212
871	0.04827082106
872	0.04824581033
873	0.04822213756
874	0.04808349001
875	0.04792670093
876	0.0478208139
877	0.04771392237
878	0.04768199184
879	0.0475708565
880	0.0474442823
881	0.04723331358
882	0.04712562827
883	0.04694423844
884	0.04690951146
885	0.0468943217
886	0.04679712991
887	0.04669378441
888	0.04667520295
889	0.04646425712
890	0.04626302202
891	0.04611911455
892	0.04605050813
893	0.04599656445
894	0.04590094145
895	0.04583436728
896	0.0458106376
897	0.04572906113
898	0.04567020748
899	0.04561254737
900	0.04552822391
901	0.04533431699
902	0.04526223675
903	0.0451727409
904	0.04515289469
905	0.04500259713
906	0.04488749861
907	0.04486881706
908	0.0447238046
909	0.04470665905
910	0.04452547402
911	0.04444177295
912	0.04436542501
913	0.04413605072
914	0.04412393214
915	0.04402812945
916	0.04394091344
917	0.0438536694
918	0.04381025436
919	0.04364252164
920	0.04356037875
921	0.0434960645
922	0.04335722363
923	0.04319860956
924	0.04308161304
925	0.04296302052
926	0.0428225819
927	0.04264031425
928	0.04257890333
929	0.04249345815
930	0.04239946204
931	0.04230019026
932	0.04214163479
933	0.04197242114
934	0.04182046754
935	0.04180422227
936	0.04168938858
937	0.04157627261
938	0.04156330825
939	0.04150151205
940	0.04136196194
941	0.04131270199
942	0.04108195021
943	0.0409393843
944	0.0407850504
945	0.04070530093
946	0.04065528657
947	0.0405468808
948	0.04040173797
949	0.04034185386
950	0.04032998866
951	0.04026742922
952	0.04017717668
953	0.03999235303
954	0.03993166342
955	0.03982631225
956	0.03972716007
957	0.0396009767
958	0.03958276658
959	0.03946716909
960	0.0394538217
961	0.0393091994
962	0.03922709772
963	0.03912710104
964	0.03903966187
965	0.03902798797
966	0.03895697444
967	0.03887211592
968	0.03875646873
969	0.03874107177
970	0.03866048983
971	0.03852723834
972	0.03838909495
973	0.0383514535
974	0.03815685916
975	0.03800019368
976	0.03795848898
977	0.03789046983
978	0.03783398825
979	0.03775425184
980	0.03772457227
981	0.03757324683
982	0.03746287164
983	0.03738037049
984	0.03735660587
985	0.0373392314
986	0.03733486653
987	0.03732065749
988	0.03721794464
989	0.03714711159
990	0.03706118534
991	0.03694841738
992	0.03687271823
993	0.03675740438
994	0.03663996702
995	0.03655912727
996	0.03647702002
997	0.03636477779
998	0.03628944692
999	0.0361956605
